<<<<<<< HEAD
date,day_of_experiment,observer,core_id,rc_id_2,plant_id,treatment,co2_flux_raw,co2_flux_avg,functional_type,percent_cover,total_increment_root_biomass,total_root_biomass,shrub_ratio,graminoid_ratio,shrub_biomass_percent,graminoid_biomass_percent,shrub_biomass,graminoid_biomass,thin_white_branched,thin_white_unbranched,thick_white_branched,thick_white_unbranched,thin_beige_branched,thin_beige_unbranched,thick_beige_branched,thick_beige_unbranched,thin_brown_branched,thin_brown_unbranched,thick_brown_branched,thick_brown_unbranched,thin_black_branched,thin_black_unbranched,thick_black_branched,thick_black_unbranched
06/11/2025,62,Juliana,rc.3,NA,11,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,11,heatwave,,0,graminoid,0.2,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,11,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,11,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,11,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,11,heatwave,,0,graminoid,0.3,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,11,heatwave,,0,shrub,0.22,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,11,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,11,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,11,heatwave,,0,graminoid,0.35,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,11,heatwave,,0,shrub,0.23,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,11,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,11,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,11,heatwave,,0,graminoid,0.4,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,11,heatwave,,0,shrub,0.25,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,11,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,11,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,11,heatwave,,0,graminoid,0.04,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,11,heatwave,,0,shrub,0.26,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,11,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,11,heatwave,,0,bryophyte,0,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,11,heatwave,1.674207,174.117528,graminoid,0.39,0.0072,0.0103,,2.0085,,0.1941747573,,0.002,0.0015,0.001,,0.001,,,0.0032,,,,,,0.0005,<0.0001,,
07/23/2025,104,Juliana,rc.6,rc.2.2,11,heatwave,1.674207,174.117528,shrub,0.27,0.0031,0.0103,1.264090909,,0.213592233,,0.0022,,<0.0001,0.0007,,0.001,,,,,0.0002,0.0012,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,11,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,11,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,11,heatwave,,0,graminoid,0.38,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,11,heatwave,,0,shrub,0.27,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,11,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,11,heatwave,,0,bryophyte,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,12,heatwave,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,12,heatwave,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,12,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,12,heatwave,,0,bryophyte,0.08,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,12,heatwave,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,12,heatwave,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,12,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,12,heatwave,,0,bryophyte,0.09,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,12,heatwave,,0,graminoid,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,12,heatwave,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,12,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,12,heatwave,,0,bryophyte,0.1,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,12,heatwave,,0,graminoid,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,12,heatwave,,0,shrub,0.07,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,12,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,12,heatwave,,0,bryophyte,0.11,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,12,heatwave,,0,graminoid,0.08,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,12,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,12,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,12,heatwave,,0,bryophyte,0.1,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,12,heatwave,,0,graminoid,0.1,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,12,heatwave,,0,shrub,0.25,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,12,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,12,heatwave,,0,bryophyte,0.05,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,12,heatwave,,0,graminoid,0.13,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,12,heatwave,,0,shrub,0.28,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,12,heatwave,,0,forb,0.02,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,12,heatwave,,0,bryophyte,0.04,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,12,heatwave,,0,graminoid,0.15,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,12,heatwave,,0,shrub,0.35,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,12,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,12,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,12,heatwave,,0,graminoid,0.3,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,12,heatwave,,0,shrub,0.4,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,12,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,12,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,12,heatwave,,0,graminoid,0.35,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,12,heatwave,,0,shrub,0.4,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,12,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,12,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,12,heatwave,,0,graminoid,0.34,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,12,heatwave,,0,shrub,0.42,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,12,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,12,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,12,heatwave,,0,graminoid,0.4,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,12,heatwave,,0,shrub,0.42,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,12,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,12,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,12,heatwave,1.593379,165.711416,graminoid,0.4,0.0047,0.0179,,0.3196428571,,1.251396648,,0.0224,,,,,0.0017,0.0002,,,,0.0007,,,,0.0021,,
07/23/2025,104,Juliana,rc.6,rc.2.2,12,heatwave,1.593379,165.711416,shrub,0.41,0.0132,0.0179,3.335909091,,0.1229050279,,0.0022,,,<0.0001,,,0.0005,0.0007,,0.0112,<0.0001,0.0008,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,12,heatwave,,0,forb,0.02,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,12,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,12,heatwave,,0,graminoid,0.04,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,12,heatwave,,0,shrub,0.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,12,heatwave,,0,forb,0.03,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,12,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,13,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,13,heatwave,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,13,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,13,heatwave,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,13,heatwave,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,13,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,13,heatwave,,0,graminoid,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,13,heatwave,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,13,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,13,heatwave,,0,graminoid,0.07,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,13,heatwave,,0,shrub,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,13,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,13,heatwave,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,13,heatwave,,0,graminoid,0.11,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,13,heatwave,,0,shrub,0.06,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,13,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,13,heatwave,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,13,heatwave,,0,graminoid,0.15,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,13,heatwave,,0,shrub,0.18,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,13,heatwave,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,13,heatwave,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,13,heatwave,,0,graminoid,0.18,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,13,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,13,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,13,heatwave,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,13,heatwave,,0,graminoid,0.27,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,13,heatwave,,0,shrub,0.22,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,13,heatwave,,0,forb,0.02,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,13,heatwave,,0,graminoid,0.48,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,13,heatwave,,0,shrub,0.22,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,13,heatwave,,0,forb,0.02,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,13,heatwave,,0,graminoid,0.52,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,13,heatwave,,0,shrub,0.22,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,13,heatwave,,0,forb,0.02,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,13,heatwave,,0,graminoid,0.55,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,13,heatwave,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,13,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,13,heatwave,,0,graminoid,0.54,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,13,heatwave,,0,shrub,0.25,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,13,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,13,heatwave,1.072157,111.504328,graminoid,0.52,0,0.004,,0,,0,,0,,<0.0001,,,,<0.0001,,,,,,,,<0.0001,,
07/23/2025,104,Juliana,rc.6,rc.2.2,13,heatwave,1.072157,111.504328,shrub,0.25,0.004,0.004,0.2272727273,,1.1,,0.0044,,,<0.0001,,,0.0028,0.0004,,,0.0008,<0.0001,,,,<0.0001,,
07/23/2025,104,Juliana,rc.6,rc.2.2,13,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,13,heatwave,,0,graminoid,0.5,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,13,heatwave,,0,shrub,0.23,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,13,heatwave,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,13,heatwave,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,14,control,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,14,control,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,14,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,14,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,14,control,,0,graminoid,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,14,control,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,14,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,14,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,14,control,,0,graminoid,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,14,control,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,14,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,14,control,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,14,control,,0,graminoid,0.18,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,14,control,,0,shrub,0,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,14,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,14,control,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,14,control,,0,graminoid,0.22,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,14,control,,0,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,14,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2025,48,Juliana,NA,NA,14,control,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,14,control,,0,graminoid,0.27,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,14,control,,0,shrub,0.12,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,14,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2025,55,Juliana,NA,NA,14,control,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,14,control,,0,graminoid,0.3,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,14,control,,0,shrub,0.15,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,14,control,,0,forb,0.04,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,62,Juliana,rc.3,NA,14,control,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,14,control,,0,graminoid,0.32,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,14,control,,0,shrub,0.18,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,14,control,,0,forb,0.05,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2025,69,Juliana,NA,NA,14,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,14,control,,0,graminoid,0.35,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,14,control,,0,shrub,0.2,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,14,control,,0,forb,0.05,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2025,76,Juliana,rc.4,NA,14,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,14,control,,0,graminoid,0.4,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,14,control,,0,shrub,0.19,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,14,control,,0,forb,0.04,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2025,83,Juliana,NA,NA,14,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,14,control,,0,graminoid,0.38,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,14,control,,0,shrub,0.19,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,14,control,,0,forb,0.04,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2025,91,Juliana,rc.5,rc.1.2,14,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,14,control,,0,graminoid,0.38,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,14,control,,0,shrub,0.1,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,14,control,,0,forb,0.04,,,,,,,,,,,,,,,,,,,,,,,,
07/16/2025,97,Juliana,NA,NA,14,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,14,control,1.94832,202.62528,graminoid,0.38,0.0114,0.0305,,3.219444444,,0.1180327869,,0.0036,0.0014,,,0.0005,,0.0009,0.0079,,,,,0.0007,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,14,control,1.94832,202.62528,shrub,0.08,0.0191,0.0305,0.1386363636,,0.5770491803,,0.0176,,0.0009,0.0008,0.0078,,0.0072,,,0.0024,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,14,control,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/23/2025,104,Juliana,rc.6,rc.2.2,14,control,,0,bryophyte,0.03,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,14,control,,0,graminoid,0.38,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,14,control,,0,shrub,0.08,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,14,control,,0,forb,0.01,,,,,,,,,,,,,,,,,,,,,,,,
07/30/2025,111,Juliana,NA,NA,14,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,15,control,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,15,control,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,15,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2025,19,Juliana,NA,NA,15,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,15,control,,0,graminoid,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,15,control,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,15,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2025,26,Juliana,rc.1,NA,15,control,,0,bryophyte,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,15,control,,0,graminoid,0.08,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,15,control,,0,shrub,0.01,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,15,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2025,33,Juliana,NA,NA,15,control,,0,bryophyte,0.02,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,15,control,,0,graminoid,0.15,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,15,control,,0,shrub,0.05,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2025,41,Juliana,rc.2,NA,15,control,,0,forb,0,,,,,,,,,,,,,,,,,,,,,,,,
